county,countyfips,year,age,population,migrationrate,netmigration
Garfield,45,1980,45_49,1536,7.5,115
Garfield,45,1980,50_54,1170,8.2,96
Garfield,45,1980,55_59,941,13.1,123
Garfield,45,1980,60_64,859,30.2,260
Garfield,45,1980,65_69,731,34.4,252
Garfield,45,1980,70_74,607,23.1,140
Garfield,45,1990,00_04,3103,9.9,308
Garfield,45,1990,05_09,2322,40.9,950
Garfield,45,1990,10_14,2563,30.3,777
Garfield,45,1990,15_19,2645,18.5,489
Garfield,45,1990,20_24,2158,31.2,675
Garfield,45,1990,25_29,1832,80.7,1479
Garfield,45,1990,30_34,1732,98.1,1699
Garfield,45,1990,35_39,2539,48.8,1241
Garfield,45,1990,40_44,3073,33.7,1037
Garfield,45,1990,45_49,3062,20.3,623
Garfield,45,1990,50_54,2487,15.4,383
Garfield,45,1990,55_59,1620,15.8,256
Garfield,45,1990,60_64,1185,17.1,203
Garfield,45,1990,65_69,957,17.4,167
Garfield,45,1990,70_74,952,6.2,59
Garfield,45,2000,00_04,4827,-2.5,-124
Garfield,45,2000,05_09,4118,7.1,292
Garfield,45,2000,10_14,3391,17.8,605
Garfield,45,2000,15_19,3226,13.5,437
Garfield,45,2000,20_24,3281,4.4,146
Garfield,45,2000,25_29,3100,42,1303
Garfield,45,2000,30_34,2803,56.1,1574
Garfield,45,2000,35_39,3243,30.4,986
Garfield,45,2000,40_44,3388,18.5,627
Garfield,45,2000,45_49,3668,14,513
Garfield,45,2000,50_54,3988,4.4,178
Garfield,45,2000,55_59,3507,6.6,234
Garfield,45,2000,60_64,2651,1.3,37
Garfield,45,2000,65_69,1649,-3.2,-54
Garfield,45,2000,70_74,1172,-4.6,-54
Garfield,45,2010,00_04,3983.1,2.46,98
Garfield,45,2010,05_09,4056.86,4.86,197
Garfield,45,2010,10_14,4716.07,-2.21,-104
Garfield,45,2010,15_19,4428.87,-7.11,-315
Garfield,45,2010,20_24,3964.3,-15.07,-597
Garfield,45,2010,25_29,3580.95,11.95,428
Garfield,45,2010,30_34,3343.69,27.76,928
Garfield,45,2010,35_39,4346.87,3.84,167
Garfield,45,2010,40_44,4312,-0.65,-28
Garfield,45,2010,45_49,4152.32,-6.99,-290
Garfield,45,2010,50_54,3912.69,-1.88,-74
Garfield,45,2010,55_59,4041.32,-3.22,-130
Garfield,45,2010,60_64,3958.57,2.13,84
Garfield,45,2010,65_69,3469.65,-1.23,-43
Garfield,45,2010,70_74,2372.47,-3.39,-80
Gilpin,47,1970,00_04,177,0.5,1
Gilpin,47,1970,05_09,95,74.7,71
Gilpin,47,1970,10_14,93,87,81
Gilpin,47,1970,15_19,106,84.9,90
Gilpin,47,1970,20_24,126,11.9,15
Gilpin,47,1970,25_29,107,242.9,260
Gilpin,47,1970,30_34,78,317.9,248
Gilpin,47,1970,35_39,71,215.4,153
Gilpin,47,1970,40_44,81,85.1,69
Gilpin,47,1970,45_49,79,44.3,35
Gilpin,47,1970,50_54,72,59.7,43
Gilpin,47,1970,55_59,91,1,1
Gilpin,47,1970,60_64,72,-16.6,-12
Gilpin,47,1970,65_69,65,-3,-2
Gilpin,47,1970,70_74,58,-20.6,-12
Gilpin,47,1980,00_04,224,-8.4,-19
Gilpin,47,1980,05_09,266,-17.1,-45
Gilpin,47,1980,10_14,178,8.8,15
Gilpin,47,1980,15_19,168,6.3,10
Gilpin,47,1980,20_24,176,-45.9,-81
Gilpin,47,1980,25_29,196,13.3,26
Gilpin,47,1980,30_34,150,140.2,211
Gilpin,47,1980,35_39,364,16.3,59
Gilpin,47,1980,40_44,321,15.9,51
Gilpin,47,1980,45_49,219,7.4,16
Gilpin,47,1980,50_54,144,2.3,3
Gilpin,47,1980,55_59,107,3.6,3
Gilpin,47,1980,60_64,103,16.2,16
Gilpin,47,1980,65_69,78,12.4,9
Gilpin,47,1980,70_74,46,9.4,4
Gilpin,47,1990,00_04,215,31,66
Gilpin,47,1990,05_09,190,39,74
Gilpin,47,1990,10_14,207,43.3,89
Gilpin,47,1990,15_19,221,12.1,26
Gilpin,47,1990,20_24,189,7.1,13
Gilpin,47,1990,25_29,181,102.3,185
Gilpin,47,1990,30_34,94,344.6,325
Gilpin,47,1990,35_39,216,133.2,288
Gilpin,47,1990,40_44,347,47.1,163
Gilpin,47,1990,45_49,402,46.6,187
Gilpin,47,1990,50_54,367,16.3,59
Gilpin,47,1990,55_59,230,26.1,60
Gilpin,47,1990,60_64,138,4.6,6
Gilpin,47,1990,65_69,103,-4.9,-5
Gilpin,47,1990,70_74,102,-15.3,-15
Gilpin,47,2000,00_04,268,7.8,21
Gilpin,47,2000,05_09,275,5.6,15
Gilpin,47,2000,10_14,278,-14.5,-40
Gilpin,47,2000,15_19,259,-14.8,-38
Gilpin,47,2000,20_24,289,-42.8,-123
Gilpin,47,2000,25_29,245,-9.1,-22
Gilpin,47,2000,30_34,198,77.2,153
Gilpin,47,2000,35_39,357,26.7,95
Gilpin,47,2000,40_44,417,3.7,15
Gilpin,47,2000,45_49,489,15.5,76
Gilpin,47,2000,50_54,497,23.7,118
Gilpin,47,2000,55_59,561,9.4,52
Gilpin,47,2000,60_64,383,18.7,71
Gilpin,47,2000,65_69,259,2.4,6
Gilpin,47,2000,70_74,109,7,7
Gilpin,47,2010,00_04,186.03,-3.24,-6
Gilpin,47,2010,05_09,219,-0.46,-1
Gilpin,47,2010,10_14,293.48,-2.21,-6
Gilpin,47,2010,15_19,297.42,-17.29,-51
Gilpin,47,2010,20_24,238.83,-13.33,-32
Gilpin,47,2010,25_29,219.68,18.81,41
Gilpin,47,2010,30_34,155.43,130.97,204
Gilpin,47,2010,35_39,217.64,60.82,132
Gilpin,47,2010,40_44,345.78,29.56,102
Gilpin,47,2010,45_49,446.51,11.75,52
Gilpin,47,2010,50_54,428.63,5.92,25
Gilpin,47,2010,55_59,543.18,13.41,73
Gilpin,47,2010,60_64,580.96,8.1,47
Gilpin,47,2010,65_69,571.05,-9.81,-56
Gilpin,47,2010,70_74,412.91,-32.43,-134
Grand,49,1970,00_04,626,5.5,35
Grand,49,1970,05_09,476,18.9,90
Grand,49,1970,10_14,325,59.3,193
Grand,49,1970,15_19,366,50.2,184
Grand,49,1970,20_24,446,94.6,422
Grand,49,1970,25_29,418,160.7,672
Grand,49,1970,30_34,272,206.9,563
Grand,49,1970,35_39,288,76,219
Grand,49,1970,40_44,197,100.5,198
Grand,49,1970,45_49,290,21.7,63
Grand,49,1970,50_54,311,15.4,48
Grand,49,1970,55_59,243,11.9,29
Grand,49,1970,60_64,231,-6.9,-16
Grand,49,1970,65_69,170,-19.4,-33
Grand,49,1970,70_74,182,-26.9,-49
Grand,49,1980,00_04,625,-11.7,-73
Grand,49,1980,05_09,748,-17.7,-133
Grand,49,1980,10_14,662,-14.5,-96
Grand,49,1980,15_19,568,-14.6,-83
Grand,49,1980,20_24,518,0.3,1
Grand,49,1980,25_29,556,43.4,241
Grand,49,1980,30_34,859,3.8,33
Grand,49,1980,35_39,1079,-16.7,-180
Grand,49,1980,40_44,823,-16.9,-139
Grand,49,1980,45_49,496,-13.7,-68
Grand,49,1980,50_54,380,-14.2,-54
Grand,49,1980,55_59,331,8.5,28
Grand,49,1980,60_64,322,9.6,31
Grand,49,1980,65_69,231,1.9,4
Grand,49,1980,70_74,168,-4.1,-7
Grand,49,1990,00_04,631,19,120
Grand,49,1990,05_09,487,46,224
Grand,49,1990,10_14,565,40.3,228
Grand,49,1990,15_19,625,23.1,144
Grand,49,1990,20_24,568,48.7,276
Grand,49,1990,25_29,483,104.8,507
Grand,49,1990,30_34,525,94.9,498
Grand,49,1990,35_39,786,39.7,312
Grand,49,1990,40_44,877,44.2,388
Grand,49,1990,45_49,887,42.8,380
Grand,49,1990,50_54,685,43.3,296
Grand,49,1990,55_59,418,56.1,234
Grand,49,1990,60_64,306,60.2,184
Grand,49,1990,65_69,328,17.5,57
Grand,49,1990,70_74,306,-3.3,-10
Grand,49,2000,00_04,770,12.3,95
Grand,49,2000,05_09,742,14.5,108
Grand,49,2000,10_14,740,13.8,102
Grand,49,2000,15_19,701,10.3,72
Grand,49,2000,20_24,778,-3.1,-24
Grand,49,2000,25_29,750,35.7,268
Grand,49,2000,30_34,832,23.4,194
Grand,49,2000,35_39,968,6.1,59
Grand,49,2000,40_44,995,7.8,77
Grand,49,2000,45_49,1063,18,192
Grand,49,2000,50_54,1216,20.8,253
Grand,49,2000,55_59,1208,8.4,102
Grand,49,2000,60_64,916,13.5,124
Grand,49,2000,65_69,596,8.8,53
Grand,49,2000,70_74,416,-12.3,-51
Grand,49,2010,00_04,588.06,-3.24,-19
Grand,49,2010,05_09,552.28,19.14,106
Grand,49,2010,10_14,875.1,-3.21,-28
Grand,49,2010,15_19,860.27,-5.73,-49
Grand,49,2010,20_24,840,-11.79,-99
Grand,49,2010,25_29,757.79,40.28,305
Grand,49,2010,30_34,729.86,52.36,382
Grand,49,2010,35_39,996.89,8.54,85
Grand,49,2010,40_44,1015.05,0.49,5
Grand,49,2010,45_49,1014.8,-0.28,-3
Grand,49,2010,50_54,1047.97,-2.67,-28
Grand,49,2010,55_59,1219.12,2.37,29
Grand,49,2010,60_64,1431.04,11.18,160
Grand,49,2010,65_69,1218.1,3.44,42
Grand,49,2010,70_74,972.35,-8.37,-81
Gunnison,51,1970,00_04,555,3.7,21
Gunnison,51,1970,05_09,562,-7.6,-43
Gunnison,51,1970,10_14,498,17.8,89
Gunnison,51,1970,15_19,571,173.2,989
Gunnison,51,1970,20_24,602,315.2,1898
Gunnison,51,1970,25_29,1483,-7.6,-114
Gunnison,51,1970,30_34,1565,-37.4,-586
Gunnison,51,1970,35_39,468,21.7,102
Gunnison,51,1970,40_44,366,13.9,51
Gunnison,51,1970,45_49,345,17.3,60
Gunnison,51,1970,50_54,337,-2.3,-8
Gunnison,51,1970,55_59,303,0.3,1
Gunnison,51,1970,60_64,241,-19.9,-48
Gunnison,51,1970,65_69,233,-26.1,-61
Gunnison,51,1970,70_74,185,-29.1,-54
Gunnison,51,1980,00_04,660,7,46
Gunnison,51,1980,05_09,742,-11.3,-84
Gunnison,51,1980,10_14,574,-5.3,-30
Gunnison,51,1980,15_19,532,120.4,640
Gunnison,51,1980,20_24,600,148.9,894
Gunnison,51,1980,25_29,1554,-40.4,-628
Gunnison,51,1980,30_34,2498,-60.6,-1516
Gunnison,51,1980,35_39,1353,-29,-392
Gunnison,51,1980,40_44,960,-19.8,-190
Gunnison,51,1980,45_49,554,-8.2,-45
Gunnison,51,1980,50_54,400,-6.9,-27
Gunnison,51,1980,55_59,380,-11.4,-43
Gunnison,51,1980,60_64,295,-0.6,-1
Gunnison,51,1980,65_69,258,-6.3,-16
Gunnison,51,1980,70_74,150,2.1,3
Gunnison,51,1990,00_04,602,11.3,68
Gunnison,51,1990,05_09,604,12.8,77
Gunnison,51,1990,10_14,706,5.6,39
Gunnison,51,1990,15_19,654,89,582
Gunnison,51,1990,20_24,527,307.4,1622
Gunnison,51,1990,25_29,1177,23.1,272
Gunnison,51,1990,30_34,1517,-24.1,-366
Gunnison,51,1990,35_39,930,8.8,82
Gunnison,51,1990,40_44,976,9.6,94
Gunnison,51,1990,45_49,961,19.5,187
Gunnison,51,1990,50_54,769,12.8,99
Gunnison,51,1990,55_59,509,18.4,93
Gunnison,51,1990,60_64,362,12.7,46
Gunnison,51,1990,65_69,314,3.7,11
Gunnison,51,1990,70_74,262,3.5,9
Gunnison,51,2000,00_04,883,-8.8,-78
Gunnison,51,2000,05_09,853,-0.1,-1
Gunnison,51,2000,10_14,661,9.9,65
Gunnison,51,2000,15_19,671,67.2,451
Gunnison,51,2000,20_24,732,164.7,1206
Gunnison,51,2000,25_29,1218,5.7,70
Gunnison,51,2000,30_34,2120,-47.4,-1005
Gunnison,51,2000,35_39,1399,-21.4,-299
Gunnison,51,2000,40_44,1133,-8.6,-98
Gunnison,51,2000,45_49,976,1,10
Gunnison,51,2000,50_54,1026,3,31
Gunnison,51,2000,55_59,1093,-1.1,-12
Gunnison,51,2000,60_64,795,7.7,61
Gunnison,51,2000,65_69,534,8.7,46
Gunnison,51,2000,70_74,356,-13.7,-48
Gunnison,51,2010,00_04,686.29,-3.25,-22
Gunnison,51,2010,05_09,730.14,2.31,17
Gunnison,51,2010,10_14,813.56,4.97,40
Gunnison,51,2010,15_19,858.63,60.84,522
Gunnison,51,2010,20_24,724.36,182.46,1322
Gunnison,51,2010,25_29,1099.63,15.4,169
Gunnison,51,2010,30_34,1897.81,-38.93,-739
Gunnison,51,2010,35_39,1269.66,-4.07,-52
Gunnison,51,2010,40_44,1101.91,0.55,6
Gunnison,51,2010,45_49,1085.78,-0.16,-2
Gunnison,51,2010,50_54,1025.86,-2.62,-27
Gunnison,51,2010,55_59,963.28,5.58,54
Gunnison,51,2010,60_64,1006.29,1.96,20
Gunnison,51,2010,65_69,1011.57,-5.59,-57
Gunnison,51,2010,70_74,786.3,-13.52,-106
Hinsdale,53,1970,00_04,26,3.8,1
Hinsdale,53,1970,05_09,12,116.6,14
Hinsdale,53,1970,10_14,8,262.5,21
Hinsdale,53,1970,15_19,19,57.8,11
Hinsdale,53,1970,20_24,17,64.7,11
Hinsdale,53,1970,25_29,8,650,52
Hinsdale,53,1970,30_34,5,700,35
Hinsdale,53,1970,35_39,17,129.4,22
Hinsdale,53,1970,40_44,6,316.6,19
Hinsdale,53,1970,45_49,12,108.3,13
Hinsdale,53,1970,50_54,12,75,9
Hinsdale,53,1970,55_59,16,37.5,6
Hinsdale,53,1970,60_64,15,-20,-3
Hinsdale,53,1970,65_69,16,-12.5,-2
Hinsdale,53,1970,70_74,6,-16.6,-1
Hinsdale,53,1980,00_04,29,-41,-12
Hinsdale,53,1980,05_09,34,1.8,0
Hinsdale,53,1980,10_14,27,-15.2,-4
Hinsdale,53,1980,15_19,26,-33.6,-8
Hinsdale,53,1980,20_24,29,-39.2,-11
Hinsdale,53,1980,25_29,29,3.9,1
Hinsdale,53,1980,30_34,29,67.5,19
Hinsdale,53,1980,35_39,59,-2.6,-1
Hinsdale,53,1980,40_44,38,10.7,4
Hinsdale,53,1980,45_49,38,-25,-9
Hinsdale,53,1980,50_54,24,11.3,2
Hinsdale,53,1980,55_59,23,58.3,13
Hinsdale,53,1980,60_64,19,34.9,6
Hinsdale,53,1980,65_69,19,58.6,11
Hinsdale,53,1980,70_74,9,7.2,0
Hinsdale,53,1990,00_04,33,47.6,16
Hinsdale,53,1990,05_09,24,70.4,16
Hinsdale,53,1990,10_14,17,149.2,25
Hinsdale,53,1990,15_19,34,-10.5,-3
Hinsdale,53,1990,20_24,20,40.8,8
Hinsdale,53,1990,25_29,14,135.2,19
Hinsdale,53,1990,30_34,18,186.5,33
Hinsdale,53,1990,35_39,30,81.3,24
Hinsdale,53,1990,40_44,49,89.1,43
Hinsdale,53,1990,45_49,58,29.3,17
Hinsdale,53,1990,50_54,43,97.7,42
Hinsdale,53,1990,55_59,28,141.8,39
Hinsdale,53,1990,60_64,27,77.9,21
Hinsdale,53,1990,65_69,34,18.8,6
Hinsdale,53,1990,70_74,26,-11.4,-2
Hinsdale,53,2000,00_04,44,38,17
Hinsdale,53,2000,05_09,36,28.7,10
Hinsdale,53,2000,10_14,49,0.5,0
Hinsdale,53,2000,15_19,40,-56.3,-22
Hinsdale,53,2000,20_24,41,30.7,12
Hinsdale,53,2000,25_29,30,30.5,9
Hinsdale,53,2000,30_34,25,59.7,14
Hinsdale,53,2000,35_39,33,14.7,5
Hinsdale,53,2000,40_44,52,-8,-4
Hinsdale,53,2000,45_49,55,19,10
Hinsdale,53,2000,50_54,92,-21.7,-20
Hinsdale,53,2000,55_59,71,9.4,6
Hinsdale,53,2000,60_64,83,-0.9,0
Hinsdale,53,2000,65_69,62,0.6,0
Hinsdale,53,2000,70_74,43,-22.6,-9
Hinsdale,53,2010,00_04,19,57.89,11
Hinsdale,53,2010,05_09,35,17.14,6
Hinsdale,53,2010,10_14,62.61,-47.29,-30
Hinsdale,53,2010,15_19,47.03,-23.45,-11
Hinsdale,53,2010,20_24,50.14,7.7,4
Hinsdale,53,2010,25_29,17.64,70.1,12
Hinsdale,53,2010,30_34,53.19,-36.07,-19
Hinsdale,53,2010,35_39,38.98,-7.65,-3
Hinsdale,53,2010,40_44,37.25,18.13,7
Hinsdale,53,2010,45_49,38.81,10.79,4
Hinsdale,53,2010,50_54,47.1,-25.7,-12
Hinsdale,53,2010,55_59,60.06,4.9,3
Hinsdale,53,2010,60_64,68.05,10.22,7
Hinsdale,53,2010,65_69,71.85,12.74,9
Hinsdale,53,2010,70_74,76.01,-10.53,-8
Huerfano,55,1970,00_04,499,-2.6,-13
Huerfano,55,1970,05_09,414,7.2,30
Huerfano,55,1970,10_14,502,6.7,34
Huerfano,55,1970,15_19,617,-2.7,-17
Huerfano,55,1970,20_24,723,-46.7,-338
Huerfano,55,1970,25_29,586,-27.6,-162
Huerfano,55,1970,30_34,301,35.8,108
Huerfano,55,1970,35_39,296,11.8,35
Huerfano,55,1970,40_44,291,5.8,17
Huerfano,55,1970,45_49,298,-1,-3
Huerfano,55,1970,50_54,341,5.2,18
Huerfano,55,1970,55_59,322,5.5,18
Huerfano,55,1970,60_64,367,4.6,17
Huerfano,55,1970,65_69,335,8,27
Huerfano,55,1970,70_74,327,-2.4,-8
Huerfano,55,1980,00_04,368,0.3,1
Huerfano,55,1980,05_09,434,2.4,10
Huerfano,55,1980,10_14,484,-1.3,-6
Huerfano,55,1980,15_19,447,-9.4,-42
Huerfano,55,1980,20_24,555,-57.8,-321
Huerfano,55,1980,25_29,615,-48.2,-297
Huerfano,55,1980,30_34,381,4.2,16
Huerfano,55,1980,35_39,419,5.2,22
Huerfano,55,1980,40_44,402,-6,-24
Huerfano,55,1980,45_49,324,9.1,29
Huerfano,55,1980,50_54,298,3.6,10
Huerfano,55,1980,55_59,277,7.9,22
Huerfano,55,1980,60_64,327,16.1,52
Huerfano,55,1980,65_69,295,23.5,69
Huerfano,55,1980,70_74,305,5,15
Huerfano,55,1990,00_04,318,12.6,40
Huerfano,55,1990,05_09,310,43.5,134
Huerfano,55,1990,10_14,371,38.1,141
Huerfano,55,1990,15_19,441,9.1,40
Huerfano,55,1990,20_24,473,-10.4,-49
Huerfano,55,1990,25_29,406,9.4,38
Huerfano,55,1990,30_34,231,94.6,218
Huerfano,55,1990,35_39,309,88.5,273
Huerfano,55,1990,40_44,387,76.5,296
Huerfano,55,1990,45_49,429,45.2,194
Huerfano,55,1990,50_54,361,60.9,220
Huerfano,55,1990,55_59,341,53,181
Huerfano,55,1990,60_64,290,48.3,140
Huerfano,55,1990,65_69,261,26.9,70
Huerfano,55,1990,70_74,290,9.9,28
Huerfano,55,2000,00_04,253,13.8,35
Huerfano,55,2000,05_09,367,-9.5,-35
Huerfano,55,2000,10_14,357,-6.9,-24
Huerfano,55,2000,15_19,440,-9.2,-40
Huerfano,55,2000,20_24,505,-56.1,-283
Huerfano,55,2000,25_29,478,-51,-244
Huerfano,55,2000,30_34,429,-38.1,-164
Huerfano,55,2000,35_39,444,-40.2,-178
Huerfano,55,2000,40_44,451,-26,-117
Huerfano,55,2000,45_49,584,-15.3,-89
Huerfano,55,2000,50_54,659,-11.7,-77
Huerfano,55,2000,55_59,584,9.6,56
Huerfano,55,2000,60_64,531,22.8,121
Huerfano,55,2000,65_69,432,24.7,107
Huerfano,55,2000,70_74,357,14.4,51
Huerfano,55,2010,00_04,212.9,16.96,36
Huerfano,55,2010,05_09,246.97,28.76,71
Huerfano,55,2010,10_14,286.91,10.14,29
Huerfano,55,2010,15_19,331.47,6.49,22
Huerfano,55,2010,20_24,328.15,-30.52,-100
Huerfano,55,2010,25_29,388.27,-24.28,-94
Huerfano,55,2010,30_34,215.01,46.51,100
Huerfano,55,2010,35_39,221.88,38.82,86
Huerfano,55,2010,40_44,253.99,27.17,69
Huerfano,55,2010,45_49,245.62,30.28,74
Huerfano,55,2010,50_54,312.7,22.48,70
Huerfano,55,2010,55_59,453.42,20.64,94
Huerfano,55,2010,60_64,519.38,32.66,170
Huerfano,55,2010,65_69,550.63,32.94,181
Huerfano,55,2010,70_74,558.22,3.54,20
Jackson,57,1970,00_04,139,7.1,10
Jackson,57,1970,05_09,182,-14.8,-27
Jackson,57,1970,10_14,193,-22.2,-43
Jackson,57,1970,15_19,182,-6,-11
Jackson,57,1970,20_24,179,-10.6,-19
Jackson,57,1970,25_29,152,17.1,26
Jackson,57,1970,30_34,143,15.3,22
Jackson,57,1970,35_39,155,-10.9,-17
Jackson,57,1970,40_44,133,-5.2,-7
Jackson,57,1970,45_49,127,-18.8,-24
Jackson,57,1970,50_54,101,4.9,5
Jackson,57,1970,55_59,73,-10.9,-8
Jackson,57,1970,60_64,87,-17.2,-15
Jackson,57,1970,65_69,82,-39,-32
Jackson,57,1970,70_74,62,-29,-18
Jackson,57,1980,00_04,104,13,13
Jackson,57,1980,05_09,135,-18.5,-25
Jackson,57,1980,10_14,151,-18,-27
Jackson,57,1980,15_19,161,-41,-66
Jackson,57,1980,20_24,153,-38,-58
Jackson,57,1980,25_29,174,-33.4,-58
Jackson,57,1980,30_34,159,-11.4,-18
Jackson,57,1980,35_39,178,-21.9,-39
Jackson,57,1980,40_44,164,-22.4,-36
Jackson,57,1980,45_49,136,-15.3,-20
Jackson,57,1980,50_54,122,-22.2,-27
Jackson,57,1980,55_59,97,-12.2,-11
Jackson,57,1980,60_64,95,-10.2,-9
Jackson,57,1980,65_69,55,-16.5,-9
Jackson,57,1980,70_74,56,-14.2,-8
Jackson,57,1990,00_04,71,30.3,21
Jackson,57,1990,05_09,93,15.7,14
Jackson,57,1990,10_14,117,0.4,0
Jackson,57,1990,15_19,108,8.9,9
Jackson,57,1990,20_24,118,-56.3,-66
Jackson,57,1990,25_29,94,-32.5,-30
Jackson,57,1990,30_34,97,-2.2,-2
Jackson,57,1990,35_39,118,9.9,11
Jackson,57,1990,40_44,138,-2.3,-3
Jackson,57,1990,45_49,136,6.1,8
Jackson,57,1990,50_54,127,-9.7,-12
Jackson,57,1990,55_59,110,5.7,6
Jackson,57,1990,60_64,92,-8.4,-7
Jackson,57,1990,65_69,79,-17.2,-13
Jackson,57,1990,70_74,68,-11.7,-8
Jackson,57,2000,00_04,47,36.1,17
Jackson,57,2000,05_09,67,14.5,9
Jackson,57,2000,10_14,92,-10.1,-9
Jackson,57,2000,15_19,106,-35.8,-38
Jackson,57,2000,20_24,115,-44.1,-50
Jackson,57,2000,25_29,119,-44.1,-52
Jackson,57,2000,30_34,51,36.6,18
Jackson,57,2000,35_39,61,23.7,14
Jackson,57,2000,40_44,91,-5.9,-5
Jackson,57,2000,45_49,130,-7.7,-10
Jackson,57,2000,50_54,131,7.5,9
Jackson,57,2000,55_59,135,-8.4,-11
Jackson,57,2000,60_64,103,-8.6,-8
Jackson,57,2000,65_69,104,-6.3,-6
Jackson,57,2000,70_74,66,-19.1,-12
Jackson,57,2010,00_04,63.92,7.94,5
Jackson,57,2010,05_09,53.97,25.99,14
Jackson,57,2010,10_14,64.94,7.8,5
Jackson,57,2010,15_19,77.62,-26.56,-21
Jackson,57,2010,20_24,83.16,-38.67,-32
Jackson,57,2010,25_29,67.6,-15.68,-11
Jackson,57,2010,30_34,61.79,56.97,35
Jackson,57,2010,35_39,65.56,18.98,12
Jackson,57,2010,40_44,69.87,31.67,22
Jackson,57,2010,45_49,73.19,32.53,24
Jackson,57,2010,50_54,84.18,3.35,3
Jackson,57,2010,55_59,117.56,-5.58,-7
Jackson,57,2010,60_64,136.78,-13.73,-19
Jackson,57,2010,65_69,112.17,7.87,9
Jackson,57,2010,70_74,80.83,0.22,0
Jefferson,59,1970,00_04,24007,10.5,2530
Jefferson,59,1970,05_09,20213,46.9,9499
Jefferson,59,1970,10_14,21116,60.4,12773
Jefferson,59,1970,15_19,27686,25.7,7123
Jefferson,59,1970,20_24,28234,10.7,3042
Jefferson,59,1970,25_29,21528,71.8,15476
Jefferson,59,1970,30_34,14473,165.8,24001
Jefferson,59,1970,35_39,17666,73.3,12964
Jefferson,59,1970,40_44,17429,38,6632
Jefferson,59,1970,45_49,16487,24.4,4027
Jefferson,59,1970,50_54,16025,15.6,2505
Jefferson,59,1970,55_59,14812,9.8,1455
Jefferson,59,1970,60_64,11139,5,558
Jefferson,59,1970,65_69,7694,6.4,497
Jefferson,59,1970,70_74,5192,8.2,430
Jefferson,59,1980,00_04,32851,5.6,1868
Jefferson,59,1980,05_09,30810,12.4,3822
Jefferson,59,1980,10_14,26649,16.7,4472
Jefferson,59,1980,15_19,29670,-3,-911
Jefferson,59,1980,20_24,34017,-24,-8182
Jefferson,59,1980,25_29,34624,10.6,3668
Jefferson,59,1980,30_34,31684,42.6,13524
Jefferson,59,1980,35_39,36803,19.2,7092
Jefferson,59,1980,40_44,37772,5.1,1934
Jefferson,59,1980,45_49,29760,0.4,136
Jefferson,59,1980,50_54,23019,-2.1,-484
Jefferson,59,1980,55_59,19255,-3.4,-668
Jefferson,59,1980,60_64,16679,-5.1,-850
Jefferson,59,1980,65_69,13867,-5.2,-723
Jefferson,59,1980,70_74,9183,-1.5,-141
Jefferson,59,1990,00_04,31756,8.1,2588
Jefferson,59,1990,05_09,32410,14.9,4848
Jefferson,59,1990,10_14,34463,12.9,4449
Jefferson,59,1990,15_19,34065,4.3,1482
Jefferson,59,1990,20_24,30316,-4.5,-1365
Jefferson,59,1990,25_29,28437,17.4,4958
Jefferson,59,1990,30_34,25574,46.3,11865
Jefferson,59,1990,35_39,37372,25.2,9452
Jefferson,59,1990,40_44,43845,13.6,5969
Jefferson,59,1990,45_49,42820,6.6,2850
Jefferson,59,1990,50_54,38816,-1.4,-564
Jefferson,59,1990,55_59,28991,-6.4,-1859
Jefferson,59,1990,60_64,21412,-10.5,-2256
Jefferson,59,1990,65_69,16838,-9.6,-1623
Jefferson,59,1990,70_74,13321,-4.5,-610
Jefferson,59,2000,00_04,30312,4,1242
Jefferson,59,2000,05_09,32125,3.2,1059
Jefferson,59,2000,10_14,34379,-1.1,-397
Jefferson,59,2000,15_19,37223,-6.4,-2390
Jefferson,59,2000,20_24,38768,-18.7,-7250
Jefferson,59,2000,25_29,35826,-5.9,-2122
Jefferson,59,2000,30_34,29146,12,3498
Jefferson,59,2000,35_39,33283,3.5,1193
Jefferson,59,2000,40_44,37443,0.3,129
Jefferson,59,2000,45_49,46283,-3.2,-1518
Jefferson,59,2000,50_54,49072,-6.3,-3107
Jefferson,59,2000,55_59,44468,-8.5,-3795
Jefferson,59,2000,60_64,36254,-10,-3627
Jefferson,59,2000,65_69,24691,-11.7,-2897
Jefferson,59,2000,70_74,16464,-6.3,-1044
Jefferson,59,2010,00_04,28991.06,-0.98,-283
Jefferson,59,2010,05_09,28358.98,7.35,2083
Jefferson,59,2010,10_14,31857.69,5.11,1627
Jefferson,59,2010,15_19,33489.75,-1.51,-507
Jefferson,59,2010,20_24,33879.6,-9.28,-3146
Jefferson,59,2010,25_29,34286.79,22.23,7621
Jefferson,59,2010,30_34,30708.59,51.82,15912
Jefferson,59,2010,35_39,33112.61,36.16,11974
Jefferson,59,2010,40_44,32211.03,21.35,6877
Jefferson,59,2010,45_49,33786.27,8.91,3011
Jefferson,59,2010,50_54,36667.39,0.71,261
Jefferson,59,2010,55_59,43251.82,-3.81,-1649
Jefferson,59,2010,60_64,43483.73,-6.56,-2853
Jefferson,59,2010,65_69,37392.85,-7.93,-2967
Jefferson,59,2010,70_74,28876.77,-7.24,-2090
Kiowa,61,1970,00_04,170,-10,-17
Kiowa,61,1970,05_09,169,-28.4,-48
Kiowa,61,1970,10_14,143,-25.1,-36
Kiowa,61,1970,15_19,216,-34.2,-74
Kiowa,61,1970,20_24,215,-48.3,-104
Kiowa,61,1970,25_29,199,-37.6,-75
