county,countyfips,year,value,age,datatype
Dolores,33,1950,-95,15_19,netmigration
Dolores,33,1950,177,20_24,expectedpopulation
Dolores,33,1950,-30.5,20_24,migrationrate
Dolores,33,1950,-54,20_24,netmigration
Dolores,33,1950,163,25_29,expectedpopulation
Dolores,33,1950,-12.2,25_29,migrationrate
Dolores,33,1950,-20,25_29,netmigration
Dolores,33,1950,143,30_34,expectedpopulation
Dolores,33,1950,3.4,30_34,migrationrate
Dolores,33,1950,5,30_34,netmigration
Dolores,33,1950,158,35_39,expectedpopulation
Dolores,33,1950,-3.7,35_39,migrationrate
Dolores,33,1950,-6,35_39,netmigration
Dolores,33,1950,172,40_44,expectedpopulation
Dolores,33,1950,-20.9,40_44,migrationrate
Dolores,33,1950,-36,40_44,netmigration
Dolores,33,1950,129,45_49,expectedpopulation
Dolores,33,1950,-13.9,45_49,migrationrate
Dolores,33,1950,-18,45_49,netmigration
Dolores,33,1950,106,50_54,expectedpopulation
Dolores,33,1950,13.2,50_54,migrationrate
Dolores,33,1950,14,50_54,netmigration
Dolores,33,1950,93,55_59,expectedpopulation
Dolores,33,1950,-2.1,55_59,migrationrate
Dolores,33,1950,-2,55_59,netmigration
Dolores,33,1950,71,60_64,expectedpopulation
Dolores,33,1950,-5.6,60_64,migrationrate
Dolores,33,1950,-4,60_64,netmigration
Dolores,33,1950,53,65_69,expectedpopulation
Dolores,33,1950,-18.8,65_69,migrationrate
Dolores,33,1950,-10,65_69,netmigration
Dolores,33,1950,43,70_74,expectedpopulation
Dolores,33,1950,-39.5,70_74,migrationrate
Dolores,33,1950,-17,70_74,netmigration
Dolores,33,1960,148,00_04,expectedpopulation
Dolores,33,1960,-13.5,00_04,migrationrate
Dolores,33,1960,-20,00_04,netmigration
Dolores,33,1960,245,05_09,expectedpopulation
Dolores,33,1960,-33.4,05_09,migrationrate
Dolores,33,1960,-82,05_09,netmigration
Dolores,33,1960,300,10_14,expectedpopulation
Dolores,33,1960,-32.6,10_14,migrationrate
Dolores,33,1960,-98,10_14,netmigration
Dolores,33,1960,311,15_19,expectedpopulation
Dolores,33,1960,-36.9,15_19,migrationrate
Dolores,33,1960,-115,15_19,netmigration
Dolores,33,1960,248,20_24,expectedpopulation
Dolores,33,1960,-67.3,20_24,migrationrate
Dolores,33,1960,-167,20_24,netmigration
Dolores,33,1960,150,25_29,expectedpopulation
Dolores,33,1960,-41.3,25_29,migrationrate
Dolores,33,1960,-62,25_29,netmigration
Dolores,33,1960,124,30_34,expectedpopulation
Dolores,33,1960,-28.2,30_34,migrationrate
Dolores,33,1960,-35,30_34,netmigration
Dolores,33,1960,142,35_39,expectedpopulation
Dolores,33,1960,-40.8,35_39,migrationrate
Dolores,33,1960,-58,35_39,netmigration
Dolores,33,1960,147,40_44,expectedpopulation
Dolores,33,1960,-36.7,40_44,migrationrate
Dolores,33,1960,-54,40_44,netmigration
Dolores,33,1960,146,45_49,expectedpopulation
Dolores,33,1960,-27.3,45_49,migrationrate
Dolores,33,1960,-40,45_49,netmigration
Dolores,33,1960,130,50_54,expectedpopulation
Dolores,33,1960,-21.5,50_54,migrationrate
Dolores,33,1960,-28,50_54,netmigration
Dolores,33,1960,101,55_59,expectedpopulation
Dolores,33,1960,-25.7,55_59,migrationrate
Dolores,33,1960,-26,55_59,netmigration
Dolores,33,1960,106,60_64,expectedpopulation
Dolores,33,1960,-19.8,60_64,migrationrate
Dolores,33,1960,-21,60_64,netmigration
Dolores,33,1960,75,65_69,expectedpopulation
Dolores,33,1960,-9.3,65_69,migrationrate
Dolores,33,1960,-7,65_69,netmigration
Dolores,33,1960,50,70_74,expectedpopulation
Dolores,33,1960,-20,70_74,migrationrate
Dolores,33,1960,-10,70_74,netmigration
Dolores,33,1970,160,00_04,expectedpopulation
Dolores,33,1970,-4.3,00_04,migrationrate
Dolores,33,1970,-7,00_04,netmigration
Dolores,33,1970,113,05_09,expectedpopulation
Dolores,33,1970,10.6,05_09,migrationrate
Dolores,33,1970,12,05_09,netmigration
Dolores,33,1970,135,10_14,expectedpopulation
Dolores,33,1970,6.6,10_14,migrationrate
Dolores,33,1970,9,10_14,netmigration
Dolores,33,1970,168,15_19,expectedpopulation
Dolores,33,1970,-10.1,15_19,migrationrate
Dolores,33,1970,-17,15_19,netmigration
Dolores,33,1970,207,20_24,expectedpopulation
Dolores,33,1970,-36.2,20_24,migrationrate
Dolores,33,1970,-75,20_24,netmigration
Dolores,33,1970,199,25_29,expectedpopulation
Dolores,33,1970,-37.6,25_29,migrationrate
Dolores,33,1970,-75,25_29,netmigration
Dolores,33,1970,84,30_34,expectedpopulation
Dolores,33,1970,32.1,30_34,migrationrate
Dolores,33,1970,27,30_34,netmigration
Dolores,33,1970,92,35_39,expectedpopulation
Dolores,33,1970,6.5,35_39,migrationrate
Dolores,33,1970,6,35_39,netmigration
Dolores,33,1970,92,40_44,expectedpopulation
Dolores,33,1970,7.6,40_44,migrationrate
Dolores,33,1970,7,40_44,netmigration
Dolores,33,1970,85,45_49,expectedpopulation
Dolores,33,1970,-4.7,45_49,migrationrate
Dolores,33,1970,-4,45_49,netmigration
Dolores,33,1970,94,50_54,expectedpopulation
Dolores,33,1970,10.6,50_54,migrationrate
Dolores,33,1970,10,50_54,netmigration
Dolores,33,1970,103,55_59,expectedpopulation
Dolores,33,1970,-19.4,55_59,migrationrate
Dolores,33,1970,-20,55_59,netmigration
Dolores,33,1970,93,60_64,expectedpopulation
Dolores,33,1970,-1,60_64,migrationrate
Dolores,33,1970,-1,60_64,netmigration
Dolores,33,1970,64,65_69,expectedpopulation
Dolores,33,1970,1.5,65_69,migrationrate
Dolores,33,1970,1,65_69,netmigration
Dolores,33,1970,66,70_74,expectedpopulation
Dolores,33,1970,-18.1,70_74,migrationrate
Dolores,33,1970,-12,70_74,netmigration
Dolores,33,1980,115,00_04,expectedpopulation
Dolores,33,1980,-6.7,00_04,migrationrate
Dolores,33,1980,-7,00_04,netmigration
Dolores,33,1980,157,05_09,expectedpopulation
Dolores,33,1980,-28.9,05_09,migrationrate
Dolores,33,1980,-45,05_09,netmigration
Dolores,33,1980,153,10_14,expectedpopulation
Dolores,33,1980,-10.3,10_14,migrationrate
Dolores,33,1980,-15,10_14,netmigration
Dolores,33,1980,127,15_19,expectedpopulation
Dolores,33,1980,-27.2,15_19,migrationrate
Dolores,33,1980,-34,15_19,netmigration
Dolores,33,1980,148,20_24,expectedpopulation
Dolores,33,1980,-51,20_24,migrationrate
Dolores,33,1980,-75,20_24,netmigration
Dolores,33,1980,153,25_29,expectedpopulation
Dolores,33,1980,-39.3,25_29,migrationrate
Dolores,33,1980,-60,25_29,netmigration
Dolores,33,1980,130,30_34,expectedpopulation
Dolores,33,1980,-6.7,30_34,migrationrate
Dolores,33,1980,-8,30_34,netmigration
Dolores,33,1980,123,35_39,expectedpopulation
Dolores,33,1980,-7,35_39,migrationrate
Dolores,33,1980,-8,35_39,netmigration
Dolores,33,1980,109,40_44,expectedpopulation
Dolores,33,1980,-11.1,40_44,migrationrate
Dolores,33,1980,-12,40_44,netmigration
Dolores,33,1980,96,45_49,expectedpopulation
Dolores,33,1980,-5.7,45_49,migrationrate
Dolores,33,1980,-5,45_49,netmigration
Dolores,33,1980,95,50_54,expectedpopulation
Dolores,33,1980,-15.7,50_54,migrationrate
Dolores,33,1980,-14,50_54,netmigration
Dolores,33,1980,77,55_59,expectedpopulation
Dolores,33,1980,21.3,55_59,migrationrate
Dolores,33,1980,16,55_59,netmigration
Dolores,33,1980,94,60_64,expectedpopulation
Dolores,33,1980,-10.8,60_64,migrationrate
Dolores,33,1980,-10,60_64,netmigration
Dolores,33,1980,71,65_69,expectedpopulation
Dolores,33,1980,-3.8,65_69,migrationrate
Dolores,33,1980,-2,65_69,netmigration
Dolores,33,1980,72,70_74,expectedpopulation
Dolores,33,1980,-6.3,70_74,migrationrate
Dolores,33,1980,-4,70_74,netmigration
Dolores,33,1990,94,00_04,expectedpopulation
Dolores,33,1990,1.3,00_04,migrationrate
Dolores,33,1990,1,00_04,netmigration
Dolores,33,1990,81,05_09,expectedpopulation
Dolores,33,1990,37.2,05_09,migrationrate
Dolores,33,1990,30,05_09,netmigration
Dolores,33,1990,107,10_14,expectedpopulation
Dolores,33,1990,14.7,10_14,migrationrate
Dolores,33,1990,15,10_14,netmigration
Dolores,33,1990,108,15_19,expectedpopulation
Dolores,33,1990,9.2,15_19,migrationrate
Dolores,33,1990,10,15_19,netmigration
Dolores,33,1990,134,20_24,expectedpopulation
Dolores,33,1990,-39.7,20_24,migrationrate
Dolores,33,1990,-53,20_24,netmigration
Dolores,33,1990,92,25_29,expectedpopulation
Dolores,33,1990,-10.4,25_29,migrationrate
Dolores,33,1990,-9,25_29,netmigration
Dolores,33,1990,70,30_34,expectedpopulation
Dolores,33,1990,65.6,30_34,migrationrate
Dolores,33,1990,46,30_34,netmigration
Dolores,33,1990,87,35_39,expectedpopulation
Dolores,33,1990,34.3,35_39,migrationrate
Dolores,33,1990,30,35_39,netmigration
Dolores,33,1990,116,40_44,expectedpopulation
Dolores,33,1990,44.2,40_44,migrationrate
Dolores,33,1990,51,40_44,netmigration
Dolores,33,1990,108,45_49,expectedpopulation
Dolores,33,1990,47.4,45_49,migrationrate
Dolores,33,1990,51,45_49,netmigration
Dolores,33,1990,92,50_54,expectedpopulation
Dolores,33,1990,46.8,50_54,migrationrate
Dolores,33,1990,43,50_54,netmigration
Dolores,33,1990,87,55_59,expectedpopulation
Dolores,33,1990,31.3,55_59,migrationrate
Dolores,33,1990,27,55_59,netmigration
Dolores,33,1990,69,60_64,expectedpopulation
Dolores,33,1990,51.8,60_64,migrationrate
Dolores,33,1990,36,60_64,netmigration
Dolores,33,1990,89,65_69,expectedpopulation
Dolores,33,1990,0.2,65_69,migrationrate
Dolores,33,1990,0,65_69,netmigration
Dolores,33,1990,68,70_74,expectedpopulation
Dolores,33,1990,22.6,70_74,migrationrate
Dolores,33,1990,15,70_74,netmigration
Dolores,33,2000,144,00_04,expectedpopulation
Dolores,33,2000,-2.6,00_04,migrationrate
Dolores,33,2000,-3,00_04,netmigration
Dolores,33,2000,104,05_09,expectedpopulation
Dolores,33,2000,21.2,05_09,migrationrate
Dolores,33,2000,22,05_09,netmigration
Dolores,33,2000,94,10_14,expectedpopulation
Dolores,33,2000,32.7,10_14,migrationrate
Dolores,33,2000,31,10_14,netmigration
Dolores,33,2000,109,15_19,expectedpopulation
Dolores,33,2000,-9.6,15_19,migrationrate
Dolores,33,2000,-10,15_19,netmigration
Dolores,33,2000,123,20_24,expectedpopulation
Dolores,33,2000,-37.4,20_24,migrationrate
Dolores,33,2000,-46,20_24,netmigration
Dolores,33,2000,117,25_29,expectedpopulation
Dolores,33,2000,-11.9,25_29,migrationrate
Dolores,33,2000,-13,25_29,netmigration
Dolores,33,2000,79,30_34,expectedpopulation
Dolores,33,2000,40.2,30_34,migrationrate
Dolores,33,2000,32,30_34,netmigration
Dolores,33,2000,81,35_39,expectedpopulation
Dolores,33,2000,53.1,35_39,migrationrate
Dolores,33,2000,43,35_39,netmigration
Dolores,33,2000,117,40_44,expectedpopulation
Dolores,33,2000,17,40_44,migrationrate
Dolores,33,2000,19,40_44,netmigration
Dolores,33,2000,116,45_49,expectedpopulation
Dolores,33,2000,15.5,45_49,migrationrate
Dolores,33,2000,18,45_49,netmigration
Dolores,33,2000,162,50_54,expectedpopulation
Dolores,33,2000,7.9,50_54,migrationrate
Dolores,33,2000,12,50_54,netmigration
Dolores,33,2000,150,55_59,expectedpopulation
Dolores,33,2000,3.6,55_59,migrationrate
Dolores,33,2000,5,55_59,netmigration
Dolores,33,2000,123,60_64,expectedpopulation
Dolores,33,2000,31.2,60_64,migrationrate
Dolores,33,2000,38,60_64,netmigration
Dolores,33,2000,96,65_69,expectedpopulation
Dolores,33,2000,38.5,65_69,migrationrate
Dolores,33,2000,37,65_69,netmigration
Dolores,33,2000,83,70_74,expectedpopulation
Dolores,33,2000,14.3,70_74,migrationrate
Dolores,33,2000,12,70_74,netmigration
Dolores,33,2010,71.08,00_04,expectedpopulation
Dolores,33,2010,19.58,00_04,migrationrate
Dolores,33,2010,14,00_04,netmigration
Dolores,33,2010,89.92,05_09,expectedpopulation
Dolores,33,2010,51.24,05_09,migrationrate
Dolores,33,2010,46,05_09,netmigration
Dolores,33,2010,142.17,10_14,expectedpopulation
Dolores,33,2010,-0.82,10_14,migrationrate
Dolores,33,2010,-1,10_14,netmigration
Dolores,33,2010,126.61,15_19,expectedpopulation
Dolores,33,2010,2.67,15_19,migrationrate
Dolores,33,2010,3,15_19,netmigration
Dolores,33,2010,123.17,20_24,expectedpopulation
Dolores,33,2010,-18.81,20_24,migrationrate
Dolores,33,2010,-23,20_24,netmigration
Dolores,33,2010,99.02,25_29,expectedpopulation
Dolores,33,2010,-1.03,25_29,migrationrate
Dolores,33,2010,-1,25_29,netmigration
Dolores,33,2010,72.59,30_34,expectedpopulation
Dolores,33,2010,55.68,30_34,migrationrate
Dolores,33,2010,40,30_34,netmigration
Dolores,33,2010,100.65,35_39,expectedpopulation
Dolores,33,2010,44.07,35_39,migrationrate
Dolores,33,2010,44,35_39,netmigration
Dolores,33,2010,109.84,40_44,expectedpopulation
Dolores,33,2010,10.16,40_44,migrationrate
Dolores,33,2010,11,40_44,netmigration
Dolores,33,2010,122.38,45_49,expectedpopulation
Dolores,33,2010,2.95,45_49,migrationrate
Dolores,33,2010,4,45_49,netmigration
Dolores,33,2010,135.98,50_54,expectedpopulation
Dolores,33,2010,8.11,50_54,migrationrate
Dolores,33,2010,11,50_54,netmigration
Dolores,33,2010,132.03,55_59,expectedpopulation
Dolores,33,2010,21.94,55_59,migrationrate
Dolores,33,2010,29,55_59,netmigration
Dolores,33,2010,168.92,60_64,expectedpopulation
Dolores,33,2010,39.71,60_64,migrationrate
Dolores,33,2010,67,60_64,netmigration
Dolores,33,2010,142.18,65_69,expectedpopulation
Dolores,33,2010,19.57,65_69,migrationrate
Dolores,33,2010,28,65_69,netmigration
Dolores,33,2010,143.57,70_74,expectedpopulation
Dolores,33,2010,19.81,70_74,migrationrate
Dolores,33,2010,28,70_74,netmigration
Douglas,35,1950,413,00_04,expectedpopulation
Douglas,35,1950,20.5,00_04,migrationrate
Douglas,35,1950,85,00_04,netmigration
Douglas,35,1950,417,05_09,expectedpopulation
Douglas,35,1950,30.9,05_09,migrationrate
Douglas,35,1950,129,05_09,netmigration
Douglas,35,1950,355,10_14,expectedpopulation
Douglas,35,1950,45.3,10_14,migrationrate
Douglas,35,1950,161,10_14,netmigration
Douglas,35,1950,302,15_19,expectedpopulation
Douglas,35,1950,8.2,15_19,migrationrate
Douglas,35,1950,25,15_19,netmigration
Douglas,35,1950,276,20_24,expectedpopulation
Douglas,35,1950,-22.1,20_24,migrationrate
Douglas,35,1950,-61,20_24,netmigration
Douglas,35,1950,250,25_29,expectedpopulation
Douglas,35,1950,-5.9,25_29,migrationrate
Douglas,35,1950,-15,25_29,netmigration
Douglas,35,1950,199,30_34,expectedpopulation
Douglas,35,1950,63.8,30_34,migrationrate
Douglas,35,1950,127,30_34,netmigration
Douglas,35,1950,230,35_39,expectedpopulation
Douglas,35,1950,44.7,35_39,migrationrate
Douglas,35,1950,103,35_39,netmigration
Douglas,35,1950,243,40_44,expectedpopulation
Douglas,35,1950,31.6,40_44,migrationrate
Douglas,35,1950,77,40_44,netmigration
Douglas,35,1950,262,45_49,expectedpopulation
Douglas,35,1950,19.8,45_49,migrationrate
Douglas,35,1950,52,45_49,netmigration
Douglas,35,1950,215,50_54,expectedpopulation
Douglas,35,1950,20.9,50_54,migrationrate
Douglas,35,1950,45,50_54,netmigration
Douglas,35,1950,227,55_59,expectedpopulation
Douglas,35,1950,10.5,55_59,migrationrate
Douglas,35,1950,24,55_59,netmigration
Douglas,35,1950,201,60_64,expectedpopulation
Douglas,35,1950,-4.9,60_64,migrationrate
Douglas,35,1950,-10,60_64,netmigration
Douglas,35,1950,154,65_69,expectedpopulation
Douglas,35,1950,8.4,65_69,migrationrate
Douglas,35,1950,13,65_69,netmigration
Douglas,35,1950,126,70_74,expectedpopulation
Douglas,35,1950,1.5,70_74,migrationrate
Douglas,35,1950,2,70_74,netmigration
Douglas,35,1960,449,00_04,expectedpopulation
Douglas,35,1960,42,00_04,migrationrate
Douglas,35,1960,189,00_04,netmigration
Douglas,35,1960,483,05_09,expectedpopulation
Douglas,35,1960,96.2,05_09,migrationrate
Douglas,35,1960,465,05_09,netmigration
Douglas,35,1960,492,10_14,expectedpopulation
Douglas,35,1960,130.8,10_14,migrationrate
Douglas,35,1960,644,10_14,netmigration
Douglas,35,1960,546,15_19,expectedpopulation
Douglas,35,1960,57.6,15_19,migrationrate
Douglas,35,1960,315,15_19,netmigration
Douglas,35,1960,510,20_24,expectedpopulation
Douglas,35,1960,-28,20_24,migrationrate
Douglas,35,1960,-143,20_24,netmigration
Douglas,35,1960,319,25_29,expectedpopulation
Douglas,35,1960,41,25_29,migrationrate
Douglas,35,1960,131,25_29,netmigration
Douglas,35,1960,209,30_34,expectedpopulation
Douglas,35,1960,200.4,30_34,migrationrate
Douglas,35,1960,419,30_34,netmigration
Douglas,35,1960,228,35_39,expectedpopulation
Douglas,35,1960,162.7,35_39,migrationrate
Douglas,35,1960,371,35_39,netmigration
Douglas,35,1960,318,40_44,expectedpopulation
Douglas,35,1960,82.3,40_44,migrationrate
Douglas,35,1960,262,40_44,netmigration
Douglas,35,1960,317,45_49,expectedpopulation
Douglas,35,1960,59.9,45_49,migrationrate
Douglas,35,1960,190,45_49,netmigration
Douglas,35,1960,301,50_54,expectedpopulation
Douglas,35,1960,41.8,50_54,migrationrate
Douglas,35,1960,126,50_54,netmigration
Douglas,35,1960,286,55_59,expectedpopulation
Douglas,35,1960,35.3,55_59,migrationrate
Douglas,35,1960,101,55_59,netmigration
Douglas,35,1960,231,60_64,expectedpopulation
Douglas,35,1960,17.7,60_64,migrationrate
Douglas,35,1960,41,60_64,netmigration
Douglas,35,1960,206,65_69,expectedpopulation
Douglas,35,1960,9.2,65_69,migrationrate
Douglas,35,1960,19,65_69,netmigration
Douglas,35,1960,144,70_74,expectedpopulation
Douglas,35,1960,2,70_74,migrationrate
Douglas,35,1960,3,70_74,netmigration
Douglas,35,1970,1307,00_04,expectedpopulation
Douglas,35,1970,45.6,00_04,migrationrate
Douglas,35,1970,597,00_04,netmigration
Douglas,35,1970,680,05_09,expectedpopulation
Douglas,35,1970,244.7,05_09,migrationrate
Douglas,35,1970,1664,05_09,netmigration
Douglas,35,1970,641,10_14,expectedpopulation
Douglas,35,1970,352.7,10_14,migrationrate
Douglas,35,1970,2261,10_14,netmigration
Douglas,35,1970,960,15_19,expectedpopulation
Douglas,35,1970,140.7,15_19,migrationrate
Douglas,35,1970,1351,15_19,netmigration
Douglas,35,1970,1139,20_24,expectedpopulation
Douglas,35,1970,7.1,20_24,migrationrate
Douglas,35,1970,81,20_24,netmigration
Douglas,35,1970,856,25_29,expectedpopulation
Douglas,35,1970,118.4,25_29,migrationrate
Douglas,35,1970,1014,25_29,netmigration
Douglas,35,1970,361,30_34,expectedpopulation
Douglas,35,1970,618.2,30_34,migrationrate
Douglas,35,1970,2232,30_34,netmigration
Douglas,35,1970,448,35_39,expectedpopulation
Douglas,35,1970,502,35_39,migrationrate
Douglas,35,1970,2249,35_39,netmigration
Douglas,35,1970,627,40_44,expectedpopulation
Douglas,35,1970,224,40_44,migrationrate
Douglas,35,1970,1405,40_44,netmigration
Douglas,35,1970,594,45_49,expectedpopulation
Douglas,35,1970,152,45_49,migrationrate
Douglas,35,1970,903,45_49,netmigration
Douglas,35,1970,565,50_54,expectedpopulation
Douglas,35,1970,112.3,50_54,migrationrate
Douglas,35,1970,635,50_54,netmigration
Douglas,35,1970,486,55_59,expectedpopulation
Douglas,35,1970,97.5,55_59,migrationrate
Douglas,35,1970,474,55_59,netmigration
Douglas,35,1970,387,60_64,expectedpopulation
Douglas,35,1970,78.2,60_64,migrationrate
Douglas,35,1970,303,60_64,netmigration
Douglas,35,1970,334,65_69,expectedpopulation
Douglas,35,1970,30.2,65_69,migrationrate
Douglas,35,1970,101,65_69,netmigration
Douglas,35,1970,212,70_74,expectedpopulation
Douglas,35,1970,39.1,70_74,migrationrate
Douglas,35,1970,83,70_74,netmigration
Douglas,35,1980,4489,00_04,expectedpopulation
Douglas,35,1980,33.8,00_04,migrationrate
Douglas,35,1980,1517,00_04,netmigration
Douglas,35,1980,2457,05_09,expectedpopulation
Douglas,35,1980,130.7,05_09,migrationrate
Douglas,35,1980,3213,05_09,netmigration
Douglas,35,1980,1914,10_14,expectedpopulation
Douglas,35,1980,154.3,10_14,migrationrate
Douglas,35,1980,2955,10_14,netmigration
Douglas,35,1980,2347,15_19,expectedpopulation
Douglas,35,1980,57.7,15_19,migrationrate
Douglas,35,1980,1355,15_19,netmigration
Douglas,35,1980,2881,20_24,expectedpopulation
Douglas,35,1980,-24.3,20_24,migrationrate
Douglas,35,1980,-700,20_24,netmigration
Douglas,35,1980,2302,25_29,expectedpopulation
Douglas,35,1980,118.8,25_29,migrationrate
Douglas,35,1980,2737,25_29,netmigration
Douglas,35,1980,1245,30_34,expectedpopulation
Douglas,35,1980,491.4,30_34,migrationrate
Douglas,35,1980,6118,30_34,netmigration
Douglas,35,1980,1875,35_39,expectedpopulation
Douglas,35,1980,282.6,35_39,migrationrate
Douglas,35,1980,5301,35_39,netmigration
Douglas,35,1980,2563,40_44,expectedpopulation
Douglas,35,1980,143.9,40_44,migrationrate
Douglas,35,1980,3691,40_44,netmigration
Douglas,35,1980,2632,45_49,expectedpopulation
Douglas,35,1980,63.8,45_49,migrationrate
Douglas,35,1980,1679,45_49,netmigration
Douglas,35,1980,1949,50_54,expectedpopulation
Douglas,35,1980,44.5,50_54,migrationrate
Douglas,35,1980,868,50_54,netmigration
Douglas,35,1980,1403,55_59,expectedpopulation
Douglas,35,1980,35.3,55_59,migrationrate
Douglas,35,1980,495,55_59,netmigration
Douglas,35,1980,1077,60_64,expectedpopulation
Douglas,35,1980,37.2,60_64,migrationrate
Douglas,35,1980,401,60_64,netmigration
Douglas,35,1980,813,65_69,expectedpopulation
Douglas,35,1980,30.5,65_69,migrationrate
Douglas,35,1980,248,65_69,netmigration
Douglas,35,1980,539,70_74,expectedpopulation
Douglas,35,1980,23.2,70_74,migrationrate
Douglas,35,1980,125,70_74,netmigration
Douglas,35,1990,12379,00_04,expectedpopulation
Douglas,35,1990,41,00_04,migrationrate
Douglas,35,1990,5078,00_04,netmigration
Douglas,35,1990,7262,05_09,expectedpopulation
Douglas,35,1990,131,05_09,migrationrate
Douglas,35,1990,9519,05_09,netmigration
Douglas,35,1990,6009,10_14,expectedpopulation
Douglas,35,1990,136.2,10_14,migrationrate
Douglas,35,1990,8186,10_14,netmigration
Douglas,35,1990,5617,15_19,expectedpopulation
Douglas,35,1990,77.1,15_19,migrationrate
Douglas,35,1990,4333,15_19,netmigration
Douglas,35,1990,4780,20_24,expectedpopulation
Douglas,35,1990,12.7,20_24,migrationrate
Douglas,35,1990,611,20_24,netmigration
Douglas,35,1990,3679,25_29,expectedpopulation
Douglas,35,1990,210.9,25_29,migrationrate
Douglas,35,1990,7762,25_29,netmigration
Douglas,35,1990,2127,30_34,expectedpopulation
Douglas,35,1990,689.2,30_34,migrationrate
Douglas,35,1990,14662,30_34,netmigration
Douglas,35,1990,4899,35_39,expectedpopulation
Douglas,35,1990,301.6,35_39,migrationrate
Douglas,35,1990,14779,35_39,netmigration
Douglas,35,1990,7112,40_44,expectedpopulation
Douglas,35,1990,153.9,40_44,migrationrate
Douglas,35,1990,10948,40_44,netmigration
Douglas,35,1990,6952,45_49,expectedpopulation
Douglas,35,1990,107.2,45_49,migrationrate
Douglas,35,1990,7454,45_49,netmigration
Douglas,35,1990,6093,50_54,expectedpopulation
Douglas,35,1990,90.7,50_54,migrationrate
Douglas,35,1990,5532,50_54,netmigration
Douglas,35,1990,4170,55_59,expectedpopulation
Douglas,35,1990,76.9,55_59,migrationrate
Douglas,35,1990,3208,55_59,netmigration
Douglas,35,1990,2673,60_64,expectedpopulation
Douglas,35,1990,57.6,60_64,migrationrate
Douglas,35,1990,1541,60_64,netmigration
Douglas,35,1990,1714,65_69,expectedpopulation
Douglas,35,1990,57.7,65_69,migrationrate
Douglas,35,1990,989,65_69,netmigration
Douglas,35,1990,1222,70_74,expectedpopulation
Douglas,35,1990,66.3,70_74,migrationrate
Douglas,35,1990,810,70_74,netmigration
Douglas,35,2000,19794,00_04,expectedpopulation
Douglas,35,2000,13.9,00_04,migrationrate
Douglas,35,2000,2761,00_04,netmigration
Douglas,35,2000,19183,05_09,expectedpopulation
Douglas,35,2000,40.1,05_09,migrationrate
Douglas,35,2000,7705,05_09,netmigration
Douglas,35,2000,17546,10_14,expectedpopulation
Douglas,35,2000,42,10_14,migrationrate
Douglas,35,2000,7371,10_14,netmigration
Douglas,35,2000,16831,15_19,expectedpopulation
Douglas,35,2000,10.6,15_19,migrationrate
Douglas,35,2000,1790,15_19,netmigration
Douglas,35,2000,14219,20_24,expectedpopulation
Douglas,35,2000,-29.2,20_24,migrationrate
Douglas,35,2000,-4161,20_24,netmigration
Douglas,35,2000,10060,25_29,expectedpopulation
Douglas,35,2000,41.6,25_29,migrationrate
Douglas,35,2000,4189,25_29,netmigration
Douglas,35,2000,5407,30_34,expectedpopulation
Douglas,35,2000,251.5,30_34,migrationrate
Douglas,35,2000,13601,30_34,netmigration
Douglas,35,2000,11413,35_39,expectedpopulation
Douglas,35,2000,118.4,35_39,migrationrate
Douglas,35,2000,13520,35_39,netmigration
Douglas,35,2000,16935,40_44,expectedpopulation
Douglas,35,2000,57,40_44,migrationrate
Douglas,35,2000,9665,40_44,netmigration
Douglas,35,2000,19722,45_49,expectedpopulation
Douglas,35,2000,29.1,45_49,migrationrate
Douglas,35,2000,5757,45_49,netmigration
Douglas,35,2000,18008,50_54,expectedpopulation
Douglas,35,2000,20,50_54,migrationrate
Douglas,35,2000,3618,50_54,netmigration
Douglas,35,2000,14188,55_59,expectedpopulation
Douglas,35,2000,18.1,55_59,migrationrate
Douglas,35,2000,2572,55_59,netmigration
Douglas,35,2000,11175,60_64,expectedpopulation
Douglas,35,2000,19.8,60_64,migrationrate
Douglas,35,2000,2215,60_64,netmigration
Douglas,35,2000,6803,65_69,expectedpopulation
Douglas,35,2000,22.5,65_69,migrationrate
Douglas,35,2000,1535,65_69,netmigration
Douglas,35,2000,3707,70_74,expectedpopulation
Douglas,35,2000,30.9,70_74,migrationrate
Douglas,35,2000,1147,70_74,netmigration
Douglas,35,2010,17141.86,00_04,expectedpopulation
Douglas,35,2010,15.64,00_04,migrationrate
Douglas,35,2010,2680,00_04,netmigration
Douglas,35,2010,17268.66,05_09,expectedpopulation
Douglas,35,2010,35.77,05_09,migrationrate
Douglas,35,2010,6176,05_09,netmigration
Douglas,35,2010,22859.04,10_14,expectedpopulation
Douglas,35,2010,22.85,10_14,migrationrate
Douglas,35,2010,5223,10_14,netmigration
Douglas,35,2010,27211.11,15_19,expectedpopulation
Douglas,35,2010,-1.23,15_19,migrationrate
Douglas,35,2010,-335,15_19,netmigration
Douglas,35,2010,24910.46,20_24,expectedpopulation
Douglas,35,2010,-24.89,20_24,migrationrate
Douglas,35,2010,-6200,20_24,netmigration
Douglas,35,2010,18384.61,25_29,expectedpopulation
Douglas,35,2010,4.27,25_29,migrationrate
Douglas,35,2010,785,25_29,netmigration
Douglas,35,2010,9768.18,30_34,expectedpopulation
Douglas,35,2010,123.49,30_34,migrationrate
Douglas,35,2010,12063,30_34,netmigration
Douglas,35,2010,14020.42,35_39,expectedpopulation
Douglas,35,2010,87,35_39,migrationrate
